name,year,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend,legs,production_budget,theater_counts,mpaa_rating,running_time,genre,production_method,creative_type,production_companies,synopsis,link
Aladdin,1992,217350219,286700000,504050219,196664,11.27,28000000,15.6,G,90,Adventure,Hand Animation,Fantasy,Walt Disney Animation Studios,,https://www.the-numbers.com/movie/Aladdin-(1992)#tab=summary
Alvin and the Chipmunks,2007,217326974,145278059,362605033,44307417,4.9,55000000,9,PG,91,Adventure,Animation/Live Action,Kids Fiction,Regency Enterprises,,https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks#tab=summary
Ant-Man and the Wasp,2018,216648740,406495920,623144660,75812205,2.86,130000000,5.9,PG-13,118,Action,Animation/Live Action,Super Hero,Marvel Studios,"In the aftermath of 'Captain America: Civil War,' Scott Lang grapples with the consequences of his choices as both a Super Hero and a father. As he struggles to re-balance his home life with his responsibilities as Ant-Man, he's confronted by Hope van Dyne and Dr. Hank Pym with an urgent new mission. Scott must once again put on the suit and learn to fight alongside The Wasp as the team works together to uncover secrets from their past.",https://www.the-numbers.com/movie/Ant-Man-and-the-Wasp#tab=summary
Madagascar 3: Europe's Most Wanted,2012,216391482,530529789,746921271,60316738,3.59,145000000,6.3,PG,85,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,"Alex the Lion, Marty the Zebra, Gloria the Hippo, and Melman the Giraffe are still fighting to get home to their beloved Big Apple and of course, King Julien, Maurice and the Penguins are all along for the comedic adventure. Their journey takes them through Europe where they find the perfect cover: a traveling circus, which they reinvent.",https://www.the-numbers.com/movie/Madagascar-3#tab=summary
Saving Private Ryan,1998,216335085,268700000,485035085,30576104,7.08,65000000,15.1,R,169,Drama,Live Action,Historical Fiction,Amblin Entertainment,,https://www.the-numbers.com/movie/Saving-Private-Ryan#tab=summary
Bohemian Rhapsody,2018,216303339,687223033,903526372,51061119,4.24,55000000,8.8,PG-13,134,Drama,Live Action,Dramatization,20th Century Fox,"A celebration of Queen, their music and their lead singer Freddie Mercury, who defied stereotypes and shattered convention to become one of the most beloved entertainers on the planet. The film traces the meteoric rise of the band through their iconic songs and revolutionary sound, their near-implosion as Mercury's lifestyle spirals out of control, and their triumphant reunion on the eve of Live Aid, where Mercury, facing a life-threatening illness, leads the band in one of the greatest performances in the history of rock music. In the process, cementing the legacy of a band that were always more like a family, and who continue to inspire outsiders, dreamers and music lovers to this day.",https://www.the-numbers.com/movie/Bohemian-Rhapsody-(2018)#tab=summary
Kung Fu Panda,2008,215434591,416475940,631910531,60239130,3.58,130000000,6.8,PG,91,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,,https://www.the-numbers.com/movie/Kung-Fu-Panda#tab=summary
Mission: Impossible 2,2000,215409889,334178627,549588516,57845297,3.72,120000000,8,PG-13,126,Action,Live Action,Contemporary Fiction,Cruise-Wagner,,https://www.the-numbers.com/movie/Mission-Impossible-2#tab=summary
A Star is Born,2018,215288866,218559306,433848172,42908051,5.02,36000000,9.4,R,140,Drama,Live Action,Contemporary Fiction,Bill Gerber,"Jackson Maine discovers—and falls in love with—struggling artist Ally. She has just about given up on her dream to make it big as a singer... until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",https://www.the-numbers.com/movie/Star-is-Born-A-(2018)#tab=summary
X-Men 2,2003,214949694,191925842,406875536,85558731,2.51,125000000,6.6,PG-13,135,Action,Live Action,Super Hero,20th Century Fox,,https://www.the-numbers.com/movie/X-Men-2-(2003)#tab=summary
Doctor Seuss' The Lorax,2012,214030500,136946253,350976753,70217070,3.05,67500000,7.8,PG,101,Adventure,Digital Animation,Kids Fiction,Chris Meledandri,"Dr. Seuss' The Lorax is a 3D-CG adaptation of the classic tale of a forest guardian who shares the enduring power of hope.  The animated adventure follows the journey of a 12-year-old as he searches for a real Truffula Tree, the one thing that will enable him to win the affection of the girl of his dreams.  To get it he must find the story of the Lorax, the acerbic yet charming character who fights to protect his world. ",https://www.the-numbers.com/movie/Lorax-The#tab=summary
Solo: A Star Wars Story,2018,213767512,179383835,393151347,84420489,2.53,275000000,5.2,PG-13,135,Adventure,Animation/Live Action,Science Fiction,Lucasfilm,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian, in a journey that will set the course of one of the Star Wars saga's most unlikely heroes.",https://www.the-numbers.com/movie/Solo-A-Star-Wars-Story#tab=summary
Venom,2018,213511408,640117197,853628605,80255756,2.66,116000000,5.8,PG-13,112,Action,Animation/Live Action,Super Hero,Columbia Pictures,"Eddie Brock becomes the host for the alien symbiote Venom. As a journalist, Eddie has been trying to take down the notorious founder of the Life Foundation, genius Carlton Drake—and that obsession ruined his career and his relationship with his girlfriend, Anne Weying. Upon investigating one of Drake's experiments, the alien Venom merges with Eddie's body, and he suddenly has incredible new superpowers, as well as the chance to do just about whatever he wants. Twisted, dark, unpredictable, and fueled by rage, Venom leaves Eddie wrestling to control dangerous abilities that he also finds empowering and intoxicating. As Eddie and Venom need each other to get what they're looking for, they become more and more intertwined—where does Eddie end and Venom begin?",https://www.the-numbers.com/movie/Venom-(2018)#tab=summary
Austin Powers in Goldmember,2002,213117789,83220874,296338663,73071188,2.92,63000000,7.3,PG-13,94,Comedy,Live Action,Contemporary Fiction,Gratitude International,,https://www.the-numbers.com/movie/Austin-Powers-in-Goldmember#tab=summary
Back to the Future,1985,212259762,173265022,385524784,11332134,18.73,19000000,20.4,PG,116,Adventure,Live Action,Science Fiction,Amblin Entertainment,,https://www.the-numbers.com/movie/Back-to-the-Future#tab=summary
It: Chapter Two,2019,211593228,258695004,470288232,91062152,2.32,70000000,5.6,R,169,Horror,Live Action,Contemporary Fiction,New Line Cinema,"Twenty-seven years after the Losers Club defeated Pennywise, he has returned to terrorize the town of Derry once more. Now adults, the Losers have long since gone their separate ways. However, people are disappearing again, so Mike, the only one of the group to remain in their hometown, calls the others home.  Damaged by the experiences of their past, they must each conquer their deepest fears to destroy Pennywise once and for all...putting them directly in the path of the shape-shifting clown that has become deadlier than ever.",https://www.the-numbers.com/movie/It-Chapter-Two-(2019)#tab=summary
300,2007,210614939,243546996,454161935,70885301,2.97,60000000,6.8,R,115,Action,Animation/Live Action,Historical Fiction,Legendary Pictures,,https://www.the-numbers.com/movie/300#tab=summary
Fast Five,2011,210031325,420132129,630163454,86198765,2.44,125000000,6.2,PG-13,130,Action,Live Action,Contemporary Fiction,Universal Pictures,"Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom. As they assemble their elite team of top racers, the unlikely allies know their only shot of getting out for good means confronting the corrupt businessman who wants them dead. But he's not the only one on their tail. Hard-nosed federal agent Luke Hobbs never misses his target. When he is assigned to track down Dom and Brian, he and his strike team launch an all-out assault to capture them. But as his men tear through Brazil, Hobbs learns he can't separate the good guys from the bad. Now, he must rely on his instincts to corner his prey... before someone else runs them down first.",https://www.the-numbers.com/movie/Fast-Five#tab=summary
Coco,2017,209726015,590250000,799976015,50802605,4.13,175000000,7,PG,105,Musical,Digital Animation,Kids Fiction,Disney-Pixar,"Despite his family's baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history. ",https://www.the-numbers.com/movie/Coco-(2017)#tab=summary
Mission: ImpossibleâGhost Protocol,2011,209397903,485315327,694713230,12785204,7.08,145000000,6,PG-13,132,Action,Live Action,Contemporary Fiction,Paramount Pictures,"Blamed for the terrorist bombing of the Kremlin, IMF operative Ethan Hunt is disavowed along with the rest of the agency when the President initiates ""Ghost Protocol"".  Left without any resources or backup, Ethan must find a way to clear his agency's name and prevent another attack. To complicate matters further, Ethan is forced to embark on this mission with a team of fellow IMF fugitives whose personal motives he does not fully know.",https://www.the-numbers.com/movie/Mission-Impossible-Ghost-Protocol#tab=summary
Wedding Crashers,2005,209218368,74000000,283218368,33900720,6.17,40000000,10,R,119,Comedy,Live Action,Contemporary Fiction,Tapestry Films,,https://www.the-numbers.com/movie/Wedding-Crashers#tab=summary
Sherlock Holmes,2009,209028679,289409533,498438212,62304277,3.35,90000000,6.8,PG-13,133,Adventure,Live Action,Historical Fiction,Warner Bros.,,https://www.the-numbers.com/movie/Sherlock-Holmes-(2009)#tab=summary
Dawn of the Planet of the Apes,2014,208545589,502098977,710644566,72611427,2.87,170000000,5.5,PG-13,130,Adventure,Animation/Live Action,Science Fiction,Chernin Entertainment,"A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier. They reach a fragile peace, but it proves short-lived, as both sides are brought to the brink of a war that will determine who will emerge as Earth's dominant species.",https://www.the-numbers.com/movie/Dawn-of-the-Planet-of-the-Apes#tab=summary
Batman Begins,2005,206852432,153798948,360651380,48745440,4.24,150000000,6.8,PG-13,140,Action,Live Action,Super Hero,Legendary Pictures,,https://www.the-numbers.com/movie/Batman-Begins#tab=summary
Charlie and the Chocolate Factory,2005,206459076,269366408,475825484,56178450,3.68,150000000,7.7,PG,115,Adventure,Live Action,Kids Fiction,Village Roadshow Productions,,https://www.the-numbers.com/movie/Charlie-and-the-Chocolate-Factory#tab=summary
Ratatouille,2007,206445654,420104041,626549695,47027395,4.39,150000000,7.5,G,110,Adventure,Digital Animation,Kids Fiction,Walt Disney Pictures,,https://www.the-numbers.com/movie/Ratatouille#tab=summary
Thor: The Dark World,2013,206362140,438240376,644602516,85737841,2.41,150000000,5.9,PG-13,111,Action,Live Action,Super Hero,Marvel Studios,"Thor fights to restore order across the cosmos... but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. To defeat an enemy that even Odin and Asgard cannot withstand, Thor sets upon his most dangerous and personal journey yet, forced into an alliance with the treacherous Loki to save not only his people and those he loves...but our universe itself.",https://www.the-numbers.com/movie/Thor-The-Dark-World#tab=summary
