name,year,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend,legs,production_budget,theater_counts,mpaa_rating,running_time,genre,production_method,creative_type,production_companies,synopsis,link
The King's Speech,2010,138797449,292023719,430821168,355450,12.54,15000000,10.2,R,118,Drama,Live Action,Dramatization,UK Film Council,"After the death of his father King George V and the scandalous abdication of King Edward VIII, Bertie, who has suffered from a debilitating speech impediment all his life, is suddenly crowned King George VI of England. With his country on the brink of war and in desperate need of a leader, his wife, Elizabeth, the future Queen Mother, arranges for her husband to see an eccentric speech therapist, Lionel Logue. After a rough start, the two delve into an unorthodox course of treatment and eventually form an unbreakable bond.",https://www.the-numbers.com/movie/Kings-Speech-The#tab=summary
Cheaper by the Dozen,2003,138614544,51597569,190212113,27557647,5.03,40000000,7.4,PG,98,Comedy,Live Action,Contemporary Fiction,Robert Simonds Company,,https://www.the-numbers.com/movie/Cheaper-by-the-Dozen#tab=summary
Bad Boys II,2003,138540870,134731112,273271982,46522560,2.98,130000000,5.7,R,140,Action,Live Action,Contemporary Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Bad-Boys-II#tab=summary
21 Jump Street,2012,138447667,64364762,202812429,36302612,3.81,42000000,7.2,R,109,Comedy,Live Action,Contemporary Fiction,Columbia Pictures,"In the action-comedy 21 Jump Street, Schmidt and Jenko are more than ready to leave their adolescent problems behind. Joining the police force and the secret Jump Street unit, they use their youthful appearances to go undercover in a local high school. As they trade in their guns and badges for backpacks, Schmidt and Jenko risk their lives to investigate a violent and dangerous drug ring. But they find that high school is nothing like they left it just a few years earlier - and neither expects that they will have to confront the terror and anxiety of being a teenager again and all the issues they thought they had left behind",https://www.the-numbers.com/movie/21-Jump-Street#tab=summary
Good Will Hunting,1997,138433435,87492554,225925989,272912,11.77,10000000,15.5,R,126,Drama,Live Action,Contemporary Fiction,Lawrence Bender,,https://www.the-numbers.com/movie/Good-Will-Hunting#tab=summary
Split,2017,138141585,140823221,278964806,40010975,3.45,5000000,6.1,PG-13,116,Horror,Live Action,Contemporary Fiction,Blumhouse,"While the mental divisions of those with dissociative disorder have long fascinated and eluded science, it is believed that some can also manifest unique physical attributes for each for each personality, a cognitive and physiological prism within a single being. Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him—as well as everyone around him—as the walls between his compartments shatter apart.",https://www.the-numbers.com/movie/Split-(2017)#tab=summary
Platoon,1986,137963328,15067,137978395,,10.72,6000000,,R,119,Drama,Live Action,Historical Fiction,Hemdale,,https://www.the-numbers.com/movie/Platoon#tab=summary
Disney's A Christmas Carol,2009,137855863,177853834,315709697,30051075,4.59,190000000,6.4,PG,95,Drama,Digital Animation,Fantasy,ImageMovers,,https://www.the-numbers.com/movie/Disneys-A-Christmas-Carol#tab=summary
Dinosaur,2000,137748063,218400000,356148063,38854851,3.55,127500000,8,PG,82,Adventure,Digital Animation,Kids Fiction,Walt Disney Pictures,,https://www.the-numbers.com/movie/Dinosaur#tab=summary
Ready Player One,2018,137690172,441599964,579290136,41769050,3.3,150000000,5.1,PG-13,140,Adventure,Animation/Live Action,Science Fiction,Warner Bros.,"In the year 2045, the real world is a harsh place. The only time Wade Watts truly feels alive is when he escapes to the OASIS, an immersive virtual universe where most of humanity spend their days. In the OASIS, you can go anywhere, do anything—the only limits are your imagination. The OASIS was created by the brilliant and eccentric James Halliday, who left his immense fortune and total control of the OASIS to the winner of a three-part contest he designed to find a worthy heir. When Wade conquers the first challenge of the reality-bending treasure hunt, he and his friends—known as the High Five—are hurled into a fantastical universe of discovery and danger to save the OASIS and their world.",https://www.the-numbers.com/movie/Ready-Player-One#tab=summary
The Conjuring,2013,137400141,180600000,318000141,41855326,3.28,20000000,6,R,111,Horror,Live Action,Fantasy,New Line Cinema,"Before there was Amityville, there was Harrisville. World-renowned paranormal investigators Ed and Lorraine Warren are called upon to help a family terrorized by a dark presence in a secluded farmhouse. Forced to confront a powerful demonic entity, the Warrens find themselves caught in the most horrifying case of their lives.",https://www.the-numbers.com/movie/Conjuring-The#tab=summary
Click,2006,137355633,100329456,237685089,40011365,3.43,82500000,5.4,PG-13,106,Comedy,Live Action,Fantasy,Happy Madison,,https://www.the-numbers.com/movie/Click#tab=summary
The Green Mile,1999,136801374,153900000,290701374,18017152,7.59,60000000,12.2,R,187,Drama,Live Action,Fantasy,Castle Rock Entertainment,,https://www.the-numbers.com/movie/Green-Mile-The#tab=summary
Ransom,1996,136492681,172207319,308700000,34216088,3.99,70000000,8.7,R,121,Action,Live Action,Contemporary Fiction,Touchstone Pictures,,https://www.the-numbers.com/movie/Ransom#tab=summary
Godzilla,1998,136314294,239685706,376000000,44047541,3.09,125000000,6.5,PG-13,139,Action,Live Action,Science Fiction,Centropolis Entertainment,,https://www.the-numbers.com/movie/Godzilla#tab=summary
101 Dalmatians,1996,136189294,168010706,304200000,33504025,4.06,,9.3,G,103,Adventure,Live Action,Kids Fiction,,,https://www.the-numbers.com/movie/101-Dalmatians-(1996)#tab=summary
Argo,2012,136025503,91115254,227140757,19458109,6.99,44500000,9.6,R,120,Thriller/Suspense,Live Action,Historical Fiction,Warner Bros.,"On November 4, 1979, as the Iranian revolution reaches its boiling point, militants storm the U.S. embassy in Tehran, taking 52 Americans hostage. But, in the midst of the chaos, six Americans manage to slip away and find refuge in the home of the Canadian ambassador. Knowing it is only a matter of time before the six are found out and likely killed, a CIA 'exfiltration' specialist named Tony Mendez comes up with a risky plan to get them safely out of the country. A plan so incredible, it could only happen in the movies.",https://www.the-numbers.com/movie/Argo#tab=summary
Anger Management,2003,135560942,60100000,195660942,42220847,3.21,56000000,6.5,PG-13,106,Comedy,Live Action,Contemporary Fiction,Revolution Studios,,https://www.the-numbers.com/movie/Anger-Management#tab=summary
Chicken Little,2005,135386665,174657158,310043823,40049778,3.38,150000000,7.1,G,82,Adventure,Digital Animation,Kids Fiction,Walt Disney Animation Studios,"It is now one year after the 'unfortunate acorn incident' when Chicken Little caused bigtime havoc in his hometown of Oakey Oaks by proclaiming that the sky was falling after being conked on the head by what appeared to be an acorn. Down but not out, the plucky chicken joins the local baseball team in the hopes of reviving his reputation and winning the respect of his father, Buck Cluck. When he leads the town to an upset victory, he becomes the toast of the town. But no sooner has the champion chicken redeemed himself when he is hit on the head one more time. And this time the sky really is falling! Fearful of once again being labeled crazy, he is reluctant to tell anyone what has happened. Instead, he enlists the help of his closest pals—Runt of the Litter, Abby Mallard (aka Ugly Duckling), and Fish Out of Water—in an attempt to save the day without sending the town into a whole new panic.",https://www.the-numbers.com/movie/Chicken-Little#tab=summary
Teenage Mutant Ninja Turtles,1990,135265915,66734085,202000000,25398367,5.33,13500000,10.3,PG,93,Adventure,Live Action,Fantasy,,,https://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-(1990)#tab=summary
Patch Adams,1998,135014968,67158032,202173000,25262280,5.34,50000000,9.7,PG-13,115,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Patch-Adams#tab=summary
The Godfather,1972,134966411,133533589,268500000,302393,25.64,7000000,1.9,R,175,Drama,Live Action,Historical Fiction,,,https://www.the-numbers.com/movie/Godfather-The#tab=summary
The Incredible Hulk,2008,134806913,130766946,265573859,55414050,2.43,137500000,5,PG-13,112,Adventure,Live Action,Super Hero,Universal Pictures,"In this new beginning, scientist Bruce Banner desperately hunts for a cure to the gamma radiation that poisoned his cells and unleashes the unbridled force of rage within him: The Hulk. Living in the shadows--cut off from a life he knew and the woman he loves, Betty Ross—Banner struggles to avoid the obsessive pursuit of his nemesis, General Thunderbolt Ross and the military machinery that seeks to capture him and brutally exploit his power. As all three grapple with the secrets that led to the Hulk's creation, they are confronted with a monstrous new adversary known as the Abomination, whose destructive strength exceeds even the Hulk's own. One scientist must make an agonizing final choice: accept a peaceful life as Bruce Banner or find heroism in the creature he holds inside—The Incredible Hulk.",https://www.the-numbers.com/movie/Incredible-Hulk-The#tab=summary
Live Free or Die Hard,2007,134529403,247758744,382288147,33369559,4.03,110000000,5.6,PG-13,129,Action,Live Action,Contemporary Fiction,20th Century Fox,,https://www.the-numbers.com/movie/Live-Free-or-Die-Hard#tab=summary
Wanted,2008,134508551,207907909,342416460,50927085,2.64,75000000,5.1,R,110,Action,Live Action,Science Fiction,Universal Pictures,,https://www.the-numbers.com/movie/Wanted-(2008)#tab=summary
Identity Thief,2013,134506920,40854658,175361578,34551025,3.89,35000000,7.8,R,147,Comedy,Live Action,Contemporary Fiction,Universal Pictures,"Identity Thief is an all-star comedy in which a regular guy is forced to extreme measures to clear his name. With everything to lose after his identity is stolen, he'll find out how crazed you can get trying to settle a bad credit score. Unlimited funds have allowed Diana to live it up on the outskirts of Orlando, where the queen of retail buys whatever strikes her fancy. There's only one glitch: The ID she's using to finance these sprees reads ""Sandy Bigelow Patterson""... and it belongs to an accounts rep who lives halfway across the U.S. With only one week to hunt down the con artist before his world implodes, the real Sandy Bigelow Patterson heads south to confront the woman with an all-access pass to his life. And as he attempts to bribe, coax and wrangle her the 2,000 miles to Denver, one easy target will discover just how tough it is to get your name back. ",https://www.the-numbers.com/movie/Identity-Thief#tab=summary
Superman,1978,134218018,165981982,300200000,7465343,12.95,55000000,3.6,PG,143,Adventure,Live Action,Super Hero,Warner Bros.,,https://www.the-numbers.com/movie/Superman#tab=summary
Ride Along,2014,134202565,19531235,153733800,41516170,3.23,25000000,7.5,PG-13,100,Comedy,Live Action,Contemporary Fiction,Cube Vision," When a fast-talking guy joins his girlfriend's brother—a hot-tempered cop—to patrol the streets of Atlanta, he gets entangled in the officer's latest case. Now, in order to prove that he deserves his future bride, he must survive the most insane 24 hours of his life. For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it. ",https://www.the-numbers.com/movie/Ride-Along#tab=summary
The Rock,1996,134069511,202000000,336069511,25069525,5.35,75000000,8.9,R,136,Action,Live Action,Contemporary Fiction,Hollywood Pictures,,https://www.the-numbers.com/movie/Rock-The#tab=summary
Grown Ups 2,2013,133668525,113355283,247023808,41508572,3.22,80000000,5.8,PG-13,100,Comedy,Live Action,Contemporary Fiction,Columbia Pictures,"Lenny  has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises: the last day of school.",https://www.the-numbers.com/movie/Grown-Ups-2#tab=summary
Mission: Impossible III,2006,133501348,265886397,399387745,47743273,2.8,150000000,5.4,PG-13,126,Action,Live Action,Contemporary Fiction,Cruise-Wagner,,https://www.the-numbers.com/movie/Mission-Impossible-III#tab=summary
Angels & Demons,2009,133375846,357500000,490875846,46204168,2.89,150000000,5.8,PG-13,138,Thriller/Suspense,Live Action,Contemporary Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Angels-and-Demons#tab=summary
Troy,2004,133298577,349853463,483152040,46865412,2.84,150000000,5.5,R,162,Action,Live Action,Historical Fiction,Radiant Productions,,https://www.the-numbers.com/movie/Troy#tab=summary
Alvin and the Chipmunks: Chipwrecked,2011,133107389,215981134,349088523,23244744,5.73,80000000,6.7,G,87,Adventure,Animation/Live Action,Kids Fiction,Fox 2000 Pictures,"The vacationing Chipmunks and Chipettes turn a luxury cruise liner into their personal playground, until they become ""chipwrecked"" on a remote island.xc3x82xc2xa0 As the 'Munks and Chipettes scheme to find their way home, they accidentally discover their new turf is not as deserted as it seems. ",https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-Chipwrecked#tab=summary
Bringing Down the House,2003,132675402,32000000,164675402,31101026,4.27,20000000,8.8,PG-13,105,Comedy,Live Action,Contemporary Fiction,Touchstone Pictures,,https://www.the-numbers.com/movie/Bringing-Down-the-House#tab=summary
The Wolverine,2013,132556852,283900000,416456852,53113752,2.5,115000000,4.7,PG-13,126,Action,Live Action,Super Hero,20th Century Fox,,https://www.the-numbers.com/movie/Wolverine-The#tab=summary
Wonder,2017,132422809,172097040,304519849,27547866,4.81,20000000,6.5,PG,113,Drama,Live Action,Dramatization,Participant Media,"The story of August Pullman, born with facial differences that, up until now, have prevented him from going to a mainstream school, Auggie becomes the most unlikely of heroes when he enters the local fifth grade.  As his family, his new classmates, and the larger community all struggle to discover their compassion and acceptance, Auggie's extraordinary journey will unite them all and prove you can't blend in when you were born to stand out.",https://www.the-numbers.com/movie/Wonder-(2017)#tab=summary
The Departed,2006,132384315,157276304,289660619,26887467,4.92,90000000,8.7,R,151,Drama,Live Action,Contemporary Fiction,Initial Entertainment Group,,https://www.the-numbers.com/movie/Departed-The#tab=summary
Hulk,2003,132177234,112898200,245075434,62128420,2.13,137000000,4.6,PG-13,138,Action,Live Action,Super Hero,Universal Pictures,,https://www.the-numbers.com/movie/Hulk#tab=summary
Silver Linings Playbook,2012,132092958,104319495,236412453,443003,12.28,21000000,10.4,R,122,Drama,Live Action,Contemporary Fiction,Weinstein Company,"Pat Solitano has lost everything—his house, his job, and his wife. He now finds himself living back with his mother and father after spending eight months in a state institution on a plea bargain. Pat is determined to rebuild his life, remain positive and reunite with his wife, despite the challenging circumstances of their separation. All Pat's parents want is for him to get back on his feet—and to share their family's obsession with the Philadelphia Eagles football team. When Pat meets Tiffany, a mysterious girl with problems of her own, things get complicated. Tiffany offers to help Pat reconnect with his wife, but only if he'll do something very important for her in return. As their deal plays out, an unexpected bond begins to form between them, and silver linings appear in both of their lives.",https://www.the-numbers.com/movie/Silver-Linings-Playbook#tab=summary
Minority Report,2002,132024714,226800000,358824714,35677125,3.7,102000000,6.1,PG-13,144,Action,Live Action,Science Fiction,20th Century Fox,,https://www.the-numbers.com/movie/Minority-Report#tab=summary
Fantastic Four: Rise of the Silver Surfer,2007,131921738,157558953,289480691,58051684,2.27,120000000,4.5,PG,91,Action,Live Action,Super Hero,20th Century Fox,,https://www.the-numbers.com/movie/Fantastic-Four-Rise-of-the-Silver-Surfer#tab=summary
The Last Airbender,2010,131772187,187941694,319713881,40325019,3.27,150000000,4.6,PG,103,Adventure,Live Action,Fantasy,Paramount Pictures,The adventures of the successor to a long line of Avatars who must put aside his irresponsible ways to save the world.,https://www.the-numbers.com/movie/Last-Airbender-The#tab=summary
Rio 2,2014,131538435,361307856,492846291,39327869,3.34,130000000,6.6,G,101,Adventure,Digital Animation,Kids Fiction,20th Century Fox Animation,"It's a jungle out there for Blu, Jewel and their three kids, after they're hurtled from that magical city to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all xc3xa2xc2x80xc2x93 his father-in-law.",https://www.the-numbers.com/movie/Rio-2#tab=summary
Lara Croft: Tomb Raider,2001,131144183,142186002,273330185,47735743,2.75,94000000,6,PG-13,100,Adventure,Live Action,Contemporary Fiction,Paramount Pictures,,https://www.the-numbers.com/movie/Lara-Croft-Tomb-Raider#tab=summary
The Silence of the Lambs,1991,130726716,145000000,275726716,13766814,9.5,20000000,15.5,R,118,Thriller/Suspense,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The#tab=summary
"Honey, I Shrunk the Kids",1989,130724172,91975828,222700000,14262961,9.17,,9.5,PG,86,Adventure,Live Action,Science Fiction,Walt Disney Pictures,,https://www.the-numbers.com/movie/Honey-I-Shrunk-the-Kids#tab=summary
The Flintstones,1994,130531208,227968792,358500000,37182745,3.51,45000000,7.1,PG,92,Comedy,Live Action,Historical Fiction,Amblin Entertainment,,https://www.the-numbers.com/movie/Flintstones-The#tab=summary
Lethal Weapon 4,1998,130444603,154955397,285400000,34048124,3.83,140000000,7.6,R,127,Action,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Lethal-Weapon-4#tab=summary
Get Smart,2008,130319208,96420208,226739416,38683480,3.37,80000000,5.4,PG-13,110,Comedy,Live Action,Contemporary Fiction,Village Roadshow Productions,,https://www.the-numbers.com/movie/Get-Smart#tab=summary
The Divergent Series: Insurgent,2015,130179072,164896810,295075882,52263680,2.49,110000000,5.9,PG-13,118,Action,Live Action,Science Fiction,Summit Entertainment,"The stakes are raised for Tris as she searches for allies and answers in the ruins of a futuristic Chicago. Tris  and Four are now fugitives on the run, hunted by Jeanine, the leader of the power-hungry Erudite elite.  Racing against time, they must find out what Tris's family sacrificed their lives to protect, and why the Erudite leaders will do anything to stop them. Haunted by her past choices but desperate to protect the ones she loves, Tris, with Four at her side, faces one impossible challenge after another as they unlock the truth about the past and ultimately the future of their world.",https://www.the-numbers.com/movie/Divergent-Series-Insurgent-The#tab=summary
The Peanuts Movie,2015,130178411,119913199,250091610,44213073,2.94,99000000,5.9,G,89,Adventure,Digital Animation,Kids Fiction,Blue Sky Studios,"Charlie Brown, Snoopy, Lucy, Linus and the rest of the beloved 'Peanuts' gang make their big-screen debut, like they've never been seen before, in state of the art 3D animation. Snoopy, the world's most lovable beagle xc3x82xc2xad and flying ace xc3x82xc2xad embarks upon his greatest mission as he takes to the skies to pursue his arch-nemesis The Red Baron, while his best pal, Charlie Brown, begins his own epic quest.",https://www.the-numbers.com/movie/Peanuts-Movie-The#tab=summary
Transformers: The Last Knight,2017,130168683,472724657,602893340,44680073,2.91,217000000,3.9,PG-13,148,Action,Animation/Live Action,Science Fiction,di Bonaventura Pictures,"Humans and Transformers are at war, Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; and English Lord; and an Oxford Professor. There comes a moment in everyone's life when we are called upon to make a difference. The hunted will become heroes. Heroes will become villains. Only one world will survive: theirs, or ours. ",https://www.the-numbers.com/movie/Transformers-The-Last-Knight#tab=summary
American Gangster,2007,130164645,137820811,267985456,43565135,2.99,100000000,6.4,R,157,Drama,Live Action,Dramatization,Relativity Media,,https://www.the-numbers.com/movie/American-Gangster#tab=summary
American Beauty,1999,130058047,226200000,356258047,861531,13.68,15000000,16.2,R,121,Drama,Live Action,Contemporary Fiction,DreamWorks Pictures,,https://www.the-numbers.com/movie/American-Beauty#tab=summary
An Officer and a Gentleman,1982,129795554,,,3304679,16.83,6000000,26.4,R,122,Drama,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Officer-and-a-Gentleman-An#tab=summary
The Ring,2002,129094024,119124462,248218486,15015393,6.98,48000000,7.9,PG-13,115,Horror,Live Action,Contemporary Fiction,Parkes+Macdonald Productions,,https://www.the-numbers.com/movie/Ring-The#tab=summary
The Nutty Professor,1996,128814019,145000000,273814019,25411725,4.99,55000000,10.2,PG-13,95,Comedy,Live Action,Kids Fiction,,,https://www.the-numbers.com/movie/Nutty-Professor-The#tab=summary
Borat,2006,128505958,132937284,261443242,26455463,4.55,18000000,6.1,R,82,Comedy,Live Action,Contemporary Fiction,Four by Two Films,,https://www.the-numbers.com/movie/Borat#tab=summary
Ghostbusters,2016,128350574,100658084,229008658,46018755,2.79,144000000,4.7,PG-13,117,Comedy,Animation/Live Action,Science Fiction,Columbia Pictures,"A paranormal researcher, a physicist, a nuclear engineer and a subway worker try to rid New York of ghosts that can possess humans.",https://www.the-numbers.com/movie/Ghostbusters-(2016)#tab=summary
Kingsman: The Secret Service,2015,128261724,276300000,404561724,36206331,3.54,94000000,7.4,R,129,Action,Live Action,Contemporary Fiction,20th Century Fox,A super-secret spy organization recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,https://www.the-numbers.com/movie/Kingsman-The-Secret-Service#tab=summary
Robots,2005,128200012,132500000,260700012,36045301,3.56,80000000,7.4,PG,90,Adventure,Digital Animation,Kids Fiction,20th Century Fox Animation,,https://www.the-numbers.com/movie/Robots#tab=summary
Coming to America,1988,128152301,160647699,288800000,21404420,5.99,,7.5,R,116,Comedy,Live Action,Contemporary Fiction,Eddie Murphy Production,,https://www.the-numbers.com/movie/Coming-to-America#tab=summary
"Crouching Tiger, Hidden Dragon",2000,128067808,85446864,213514672,663205,12.24,15000000,12.6,PG-13,120,Action,Live Action,Fantasy,,,https://www.the-numbers.com/movie/Crouching-Tiger-Hidden-Dragon#tab=summary
Shutter Island,2010,128012934,171448848,299461782,41062440,3.12,80000000,6.5,R,138,Thriller/Suspense,Live Action,Historical Fiction,Phoenix Pictures,,https://www.the-numbers.com/movie/Shutter-Island#tab=summary
Into the Woods,2014,128002372,85114029,213116401,31051923,4.12,56200000,6,PG,124,Musical,Animation/Live Action,Fantasy,Lucamar,"A modern twist on several of the Brothers Grimm fairy tales, intertwining the plots of a few choice stories and exploring the consequences of the characters' wishes and quests, follwing the classic tales of Cinderella, Little Red Riding Hood, Jack and the Beanstalk, and Rapunzel—all tied together by an original story involving a baker and his wife, their wish to begin a family and their interaction with the witch who has put a curse on them.",https://www.the-numbers.com/movie/Into-the-Woods#tab=summary
Rocky IV,1985,127873716,172500000,300373716,19991537,6.4,,9.1,PG,90,Drama,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Rocky-IV#tab=summary
Enchanted,2007,127706877,212677264,340384141,34440317,3.71,85000000,6.8,PG,108,Romantic,Animation/Live Action,Fantasy,Walt Disney Pictures,"A classic Disney fairy tale collides with modern-day New York City in a story about a fairytale princess from the land of Andalasia who is thrust into the heart of New York City by an evil queen. Soon after her arrival, Princess Giselle begins to change her views on life and love after meeting a handsome lawyer. Can a storybook view of romance survive in the real world?",https://www.the-numbers.com/movie/Enchanted#tab=summary
The Curious Case of Benjamin Button,2008,127509326,202122632,329631958,26853816,4.75,160000000,7,PG-13,167,Drama,Live Action,Fantasy,Paramount Pictures,,https://www.the-numbers.com/movie/Curious-Case-of-Benjamin-Button-The#tab=summary
Central Intelligence,2016,127440871,89753934,217194805,35535250,3.59,50000000,5.3,PG-13,114,Comedy,Live Action,Contemporary Fiction,New Line Cinema,"The story follows a one-time bullied geek, Bob, who grew up to be a lethal CIA agent, coming home for his high school reunion. Claiming to be on a top-secret case, he enlists the help of former 'big man on campus,xc3xa2xc2x80xc2x9f Calvin, now an accountant who misses his glory days. But before the staid numbers-cruncher realizes what he's getting into, it's too late to get out, as his increasingly unpredictable new friend drags him through a world of shoot-outs, double-crosses and espionage that could get them both killed in more ways than Calvin can count.",https://www.the-numbers.com/movie/Central-Intelligence#tab=summary
Anchorman 2: The Legend Continues,2013,127413176,44833047,172246223,26232425,4.86,50000000,5.3,PG-13,118,Comedy,Live Action,Historical Fiction,Gary Sanchez Productions,"Seven years after capturing the heart of his co-anchor and wife, Veronica Corningstone, Burgundy is offered the chance of lifetime: to be in on the world's first 24-hour global cable news network, GNN, in New York City. The newsman quickly rounds up his classic news team—sports guy Champ Kind, man on the street Brian Fantana and weatherman Brick Tamland—and heads to The Big Apple. Upon arriving, he is quickly challenged by his strong female boss, Linda Jackson, Australian multi-millionaire network owner Kench Allenby and a chiseled popular lead anchor, Jack Lime. It's up to Ron and the team to find their own way to the top of news—and the top of the ratings.",https://www.the-numbers.com/movie/Anchorman-2#tab=summary
Sweet Home Alabama,2002,127214072,55151042,182365114,35648740,3.57,38000000,7.9,PG-13,109,Comedy,Live Action,Contemporary Fiction,Touchstone Pictures,,https://www.the-numbers.com/movie/Sweet-Home-Alabama#tab=summary
Bumblebee,2018,127195589,338000000,465195589,21654047,5.87,102000000,6.3,PG-13,114,Adventure,Animation/Live Action,Science Fiction,di Bonaventura Pictures,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken. When Charlie revives him, she quickly learns this is no ordinary, yellow VW bug. ",https://www.the-numbers.com/movie/Bumblebee#tab=summary
Dumb & Dumber,1994,127175374,119224626,246400000,16363442,7.77,16000000,12.4,PG-13,106,Comedy,Live Action,Contemporary Fiction,Katja Motion Picture Corporation,,https://www.the-numbers.com/movie/Dumb-and-Dumber#tab=summary
2 Fast 2 Furious,2003,127120058,109290549,236410607,50472480,2.52,76000000,5.3,PG-13,107,Action,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/2-Fast-2-Furious#tab=summary
Super 8,2011,127004179,130968566,257972745,35451168,3.58,50000000,5.7,PG-13,112,Thriller/Suspense,Live Action,Science Fiction,Amblin Entertainment,"In the summer of 1979, a group of friends in a small Ohio town witness a catastrophic train crash while making a super 8 movie and soon suspect that it was not an accident. Shortly after, unusual disappearances and inexplicable events begin to take place in town, and the local Deputy tries to uncover the truth - something more terrifying than any of them could have imagined.",https://www.the-numbers.com/movie/Super-8#tab=summary
The World is Not Enough,1999,126930660,234800000,361730660,35519007,3.57,135000000,8.1,PG-13,128,Action,Live Action,Contemporary Fiction,Eon Productions,,https://www.the-numbers.com/movie/World-is-Not-Enough-The#tab=summary
My Best Friend's Wedding,1997,126813153,172110266,298923419,21678377,5.85,46000000,11,PG,103,Comedy,Live Action,Contemporary Fiction,Jerry Zucker,,https://www.the-numbers.com/movie/My-Best-Friends-Wedding#tab=summary
Smokey and the Bandit,1977,126737428,,,1728060,73.34,,4.3,PG,96,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Smokey-and-the-Bandit#tab=summary
Sleepless in Seattle,1993,126680884,101218442,227899326,17253733,7.34,,9.7,PG,100,Romantic,Live Action,Contemporary Fiction,Tri-Star Pictures,,https://www.the-numbers.com/movie/Sleepless-in-Seattle#tab=summary
The Legend of Tarzan,2016,126643061,222258964,348902025,38527856,3.29,180000000,4.8,PG-13,110,Adventure,Live Action,Historical Fiction,Warner Bros.,"It has been years since the man once known as Tarzan left the jungles of Africa behind for a gentrified life as John Clayton III, Lord Greystoke, with his beloved wife, Jane at his side. Now, he has been invited back to the Congo to serve as a trade emissary of Parliament, unaware that he is a pawn in a deadly convergence of greed and revenge, masterminded by the Belgian, Captain Leon Rom. But those behind the murderous plot have no idea what they are about to unleash.",https://www.the-numbers.com/movie/Legend-of-Tarzan-The#tab=summary
Bee Movie,2007,126631277,160963300,287594577,38021044,3.33,150000000,6.4,PG,90,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,,https://www.the-numbers.com/movie/Bee-Movie#tab=summary
Lucy,2014,126573960,330933816,457507776,43899340,2.88,40000000,6.1,R,88,Action,Live Action,Science Fiction,EuropaCorp,A woman accidentally caught in a dark deal turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.,https://www.the-numbers.com/movie/Lucy#tab=summary
Prometheus,2012,126477084,275971181,402448265,51050101,2.48,125000000,4.2,R,124,Thriller/Suspense,Live Action,Science Fiction,20th Century Fox,"A team of explorers discovers a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",https://www.the-numbers.com/movie/Prometheus#tab=summary
Mr. Deeds,2002,126293452,44976083,171269535,37162787,3.4,50000000,6.3,PG-13,96,Comedy,Live Action,Contemporary Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Mr-Deeds#tab=summary
